ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES
2_2_2023 20:6:49,-0.005005,0.006414,-0.021694,4293.629395,17382.66211,-0.562809,0.064409
2_2_2023 20:6:49,-0.005005,0.006414,-0.021694,4293.629395,17382.70117,-0.562809,0.064409
2_2_2023 20:6:49,-0.005005,0.006414,-0.021694,4293.629395,17382.70117,-0.557358,0.064409
2_2_2023 20:6:49,-0.005005,0.006414,-0.021694,4293.629395,17382.70117,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,0.006414,-0.021694,4293.629395,17382.70117,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.021694,4293.629395,17382.70117,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.014236,4293.629395,17382.70117,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.014236,4293.597656,17382.70117,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.014236,4293.597656,17382.7168,-0.557358,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.014236,4293.597656,17382.7168,-0.553119,0.066211
2_2_2023 20:6:50,-0.02061,-0.019684,-0.014236,4293.597656,17382.7168,-0.553119,0.063273
2_2_2023 20:6:51,0.053035,-0.019684,-0.014236,4293.597656,17382.7168,-0.553119,0.063273
2_2_2023 20:6:51,0.053035,-0.002201,-0.014236,4293.597656,17382.7168,-0.553119,0.063273
2_2_2023 20:6:51,0.053035,-0.002201,-0.010809,4293.597656,17382.7168,-0.553119,0.063273
2_2_2023 20:6:51,0.053035,-0.002201,-0.010809,4293.565918,17382.7168,-0.553119,0.063273
2_2_2023 20:6:51,0.053035,-0.002201,-0.010809,4293.565918,17382.7168,-0.552518,0.063273
2_2_2023 20:6:51,0.053035,-0.002201,-0.010809,4293.565918,17382.7168,-0.552518,0.059112
2_2_2023 20:6:52,-0.009997,-0.002201,-0.010809,4293.565918,17382.7168,-0.552518,0.059112
2_2_2023 20:6:52,-0.009997,0.049116,-0.010809,4293.565918,17382.7168,-0.552518,0.059112
2_2_2023 20:6:52,-0.009997,0.049116,-0.01699,4293.565918,17382.7168,-0.552518,0.059112
2_2_2023 20:6:52,-0.009997,0.049116,-0.01699,4293.533691,17382.7168,-0.552518,0.059112
2_2_2023 20:6:52,-0.009997,0.049116,-0.01699,4293.533691,17382.7168,-0.551262,0.059112
2_2_2023 20:6:52,-0.009997,0.049116,-0.01699,4293.533691,17382.7168,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.049116,-0.01699,4293.533691,17382.7168,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.01699,4293.533691,17382.7168,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.009862,4293.533691,17382.7168,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.009862,4293.501953,17382.7168,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.009862,4293.501953,17382.72852,-0.551262,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.009862,4293.501953,17382.72852,-0.549915,0.069861
2_2_2023 20:6:53,-0.066425,0.023499,-0.009862,4293.501953,17382.72852,-0.549915,0.049499
2_2_2023 20:6:54,-0.003432,0.023499,-0.009862,4293.501953,17382.72852,-0.549915,0.049499
2_2_2023 20:6:54,-0.003432,0.002118,-0.009862,4293.501953,17382.72852,-0.549915,0.049499
2_2_2023 20:6:54,-0.003432,0.002118,-0.009356,4293.501953,17382.72852,-0.549915,0.049499
2_2_2023 20:6:54,-0.003432,0.002118,-0.009356,4293.470215,17382.72852,-0.549915,0.049499
2_2_2023 20:6:54,-0.003432,0.002118,-0.009356,4293.470215,17382.72852,-0.546922,0.049499
2_2_2023 20:6:54,-0.003432,0.002118,-0.009356,4293.470215,17382.72852,-0.546922,0.051015
2_2_2023 20:6:55,0.019124,0.002118,-0.009356,4293.470215,17382.72852,-0.546922,0.051015
2_2_2023 20:6:55,0.019124,0.030651,-0.009356,4293.470215,17382.72852,-0.546922,0.051015
2_2_2023 20:6:55,0.019124,0.030651,-0.008549,4293.470215,17382.72852,-0.546922,0.051015
2_2_2023 20:6:55,0.019124,0.030651,-0.008549,4293.438477,17382.72852,-0.546922,0.051015
2_2_2023 20:6:55,0.019124,0.030651,-0.008549,4293.438477,17382.72852,-0.546183,0.051015
2_2_2023 20:6:55,0.019124,0.030651,-0.008549,4293.438477,17382.72852,-0.546183,0.058401
2_2_2023 20:6:56,-0.058715,0.030651,-0.008549,4293.438477,17382.72852,-0.546183,0.058401
2_2_2023 20:6:56,-0.058715,0.003937,-0.008549,4293.438477,17382.72852,-0.546183,0.058401
2_2_2023 20:6:56,-0.058715,0.003937,-0.003133,4293.438477,17382.72852,-0.546183,0.058401
2_2_2023 20:6:56,-0.058715,0.003937,-0.003133,4293.406738,17382.72852,-0.546183,0.058401
2_2_2023 20:6:56,-0.058715,0.003937,-0.003133,4293.406738,17382.72852,-0.544162,0.058401
2_2_2023 20:6:56,-0.058715,0.003937,-0.003133,4293.406738,17382.72852,-0.544162,0.045733
2_2_2023 20:6:57,-0.012529,0.003937,-0.003133,4293.406738,17382.72852,-0.544162,0.045733
2_2_2023 20:6:57,-0.012529,0.017793,-0.003133,4293.406738,17382.72852,-0.544162,0.045733
2_2_2023 20:6:57,-0.012529,0.017793,0.004011,4293.406738,17382.72852,-0.544162,0.045733
2_2_2023 20:6:57,-0.012529,0.017793,0.004011,4293.375,17382.72852,-0.544162,0.045733
2_2_2023 20:6:57,-0.012529,0.017793,0.004011,4293.375,17382.72852,-0.544091,0.045733
2_2_2023 20:6:57,-0.012529,0.017793,0.004011,4293.375,17382.72852,-0.544091,0.061115
2_2_2023 20:6:58,0.088002,0.017793,0.004011,4293.375,17382.72852,-0.544091,0.061115
2_2_2023 20:6:58,0.088002,0.031203,0.004011,4293.375,17382.72852,-0.544091,0.061115
2_2_2023 20:6:58,0.088002,0.031203,0.005894,4293.375,17382.72852,-0.544091,0.061115
2_2_2023 20:6:58,0.088002,0.031203,0.005894,4293.343262,17382.72852,-0.544091,0.061115
2_2_2023 20:6:58,0.088002,0.031203,0.005894,4293.343262,17382.72852,-0.546241,0.061115
2_2_2023 20:6:58,0.088002,0.031203,0.005894,4293.343262,17382.72852,-0.546241,0.061143
2_2_2023 20:6:59,-0.045155,0.031203,0.005894,4293.343262,17382.72852,-0.546241,0.061143
2_2_2023 20:6:59,-0.045155,0.002406,0.005894,4293.343262,17382.72852,-0.546241,0.061143
2_2_2023 20:6:59,-0.045155,0.002406,-0.005248,4293.343262,17382.72852,-0.546241,0.061143
2_2_2023 20:6:59,-0.045155,0.002406,-0.005248,4293.311523,17382.72852,-0.546241,0.061143
2_2_2023 20:6:59,-0.045155,0.002406,-0.005248,4293.311523,17382.72852,-0.545446,0.061143
2_2_2023 20:6:59,-0.045155,0.002406,-0.005248,4293.311523,17382.72852,-0.545446,0.055146
2_2_2023 20:7:0,0.089553,0.002406,-0.005248,4293.311523,17382.72852,-0.545446,0.055146
2_2_2023 20:7:0,0.089553,0.010999,-0.005248,4293.311523,17382.72852,-0.545446,0.055146
2_2_2023 20:7:0,0.089553,0.010999,-0.002347,4293.311523,17382.72852,-0.545446,0.055146
2_2_2023 20:7:0,0.089553,0.010999,-0.002347,4293.279297,17382.72852,-0.545446,0.055146
2_2_2023 20:7:0,0.089553,0.010999,-0.002347,4293.279297,17382.72852,-0.546557,0.055146
2_2_2023 20:7:0,0.089553,0.010999,-0.002347,4293.279297,17382.72852,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,0.010999,-0.002347,4293.279297,17382.72852,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,-0.002347,4293.279297,17382.72852,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,0.004165,4293.279297,17382.72852,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,0.004165,4293.247559,17382.72852,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,0.004165,4293.247559,17382.73047,-0.546557,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,0.004165,4293.247559,17382.73047,-0.546508,0.058252
2_2_2023 20:7:1,0.000681,-0.004472,0.004165,4293.247559,17382.73047,-0.546508,0.043371
2_2_2023 20:7:2,0.041835,-0.004472,0.004165,4293.247559,17382.73047,-0.546508,0.043371
2_2_2023 20:7:2,0.041835,0.001566,0.004165,4293.247559,17382.73047,-0.546508,0.043371
2_2_2023 20:7:2,0.041835,0.001566,-0.001445,4293.247559,17382.73047,-0.546508,0.043371
2_2_2023 20:7:2,0.041835,0.001566,-0.001445,4293.21582,17382.73047,-0.546508,0.043371
2_2_2023 20:7:2,0.041835,0.001566,-0.001445,4293.21582,17382.73047,-0.544032,0.043371
2_2_2023 20:7:2,0.041835,0.001566,-0.001445,4293.21582,17382.73047,-0.544032,0.042924
2_2_2023 20:7:3,-0.004049,0.001566,-0.001445,4293.21582,17382.73047,-0.544032,0.042924
2_2_2023 20:7:3,-0.004049,-0.038836,-0.001445,4293.21582,17382.73047,-0.544032,0.042924
2_2_2023 20:7:3,-0.004049,-0.038836,-0.002084,4293.21582,17382.73047,-0.544032,0.042924
2_2_2023 20:7:3,-0.004049,-0.038836,-0.002084,4293.183594,17382.73047,-0.544032,0.042924
2_2_2023 20:7:3,-0.004049,-0.038836,-0.002084,4293.183594,17382.73047,-0.543869,0.042924
2_2_2023 20:7:3,-0.004049,-0.038836,-0.002084,4293.183594,17382.73047,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,-0.038836,-0.002084,4293.183594,17382.73047,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.002084,4293.183594,17382.73047,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.006654,4293.183594,17382.73047,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.006654,4293.152344,17382.73047,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.006654,4293.152344,17382.73438,-0.543869,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.006654,4293.152344,17382.73438,-0.543998,0.049102
2_2_2023 20:7:4,0.005677,0.006382,-0.006654,4293.152344,17382.73438,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,0.006382,-0.006654,4293.152344,17382.73438,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.006654,4293.152344,17382.73438,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.003553,4293.152344,17382.73438,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.003553,4293.120117,17382.73438,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.003553,4293.120117,17382.75781,-0.543998,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.003553,4293.120117,17382.75781,-0.540628,0.05159
2_2_2023 20:7:5,0.086113,-0.023391,-0.003553,4293.120117,17382.75781,-0.540628,0.062999
2_2_2023 20:7:6,-0.057687,-0.023391,-0.003553,4293.120117,17382.75781,-0.540628,0.062999
2_2_2023 20:7:6,-0.057687,-0.010996,-0.003553,4293.120117,17382.75781,-0.540628,0.062999
2_2_2023 20:7:6,-0.057687,-0.010996,-0.003205,4293.120117,17382.75781,-0.540628,0.062999
2_2_2023 20:7:6,-0.057687,-0.010996,-0.003205,4293.088379,17382.75781,-0.540628,0.062999
2_2_2023 20:7:6,-0.057687,-0.010996,-0.003205,4293.088379,17382.75781,-0.537179,0.062999
2_2_2023 20:7:6,-0.057687,-0.010996,-0.003205,4293.088379,17382.75781,-0.537179,0.070332
2_2_2023 20:7:7,-0.039459,-0.010996,-0.003205,4293.088379,17382.75781,-0.537179,0.070332
2_2_2023 20:7:7,-0.039459,0.059008,-0.003205,4293.088379,17382.75781,-0.537179,0.070332
2_2_2023 20:7:7,-0.039459,0.059008,-0.004054,4293.088379,17382.75781,-0.537179,0.070332
2_2_2023 20:7:7,-0.039459,0.059008,-0.004054,4293.056641,17382.75781,-0.537179,0.070332
2_2_2023 20:7:7,-0.039459,0.059008,-0.004054,4293.056641,17382.75781,-0.540735,0.070332
2_2_2023 20:7:7,-0.039459,0.059008,-0.004054,4293.056641,17382.75781,-0.540735,0.062073
2_2_2023 20:7:8,0.062046,0.059008,-0.004054,4293.056641,17382.75781,-0.540735,0.062073
2_2_2023 20:7:8,0.062046,-0.056113,-0.004054,4293.056641,17382.75781,-0.540735,0.062073
2_2_2023 20:7:8,0.062046,-0.056113,0.005248,4293.056641,17382.75781,-0.540735,0.062073
2_2_2023 20:7:8,0.062046,-0.056113,0.005248,4293.024414,17382.75781,-0.540735,0.062073
2_2_2023 20:7:8,0.062046,-0.056113,0.005248,4293.024414,17382.75781,-0.540642,0.062073
2_2_2023 20:7:8,0.062046,-0.056113,0.005248,4293.024414,17382.75781,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,-0.056113,0.005248,4293.024414,17382.75781,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.005248,4293.024414,17382.75781,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.00846,4293.024414,17382.75781,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.00846,4292.992676,17382.75781,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.00846,4292.992676,17382.73633,-0.540642,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.00846,4292.992676,17382.73633,-0.540243,0.052726
2_2_2023 20:7:9,0.123972,0.018623,0.00846,4292.992676,17382.73633,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.018623,0.00846,4292.992676,17382.73633,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,0.00846,4292.992676,17382.73633,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,-0.01245,4292.992676,17382.73633,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,-0.01245,4292.960449,17382.73633,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,-0.01245,4292.960449,17382.72266,-0.540243,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,-0.01245,4292.960449,17382.72266,-0.54687,0.084406
2_2_2023 20:7:10,-0.146149,0.098294,-0.01245,4292.960449,17382.72266,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,0.098294,-0.01245,4292.960449,17382.72266,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,-0.01245,4292.960449,17382.72266,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,0.000928,4292.960449,17382.72266,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,0.000928,4292.928711,17382.72266,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,0.000928,4292.928711,17382.75586,-0.54687,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,0.000928,4292.928711,17382.75586,-0.544839,0.064999
2_2_2023 20:7:11,-0.032803,-0.116251,0.000928,4292.928711,17382.75586,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.116251,0.000928,4292.928711,17382.75586,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.000928,4292.928711,17382.75586,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.001117,4292.928711,17382.75586,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.001117,4292.896484,17382.75586,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.001117,4292.896484,17382.75977,-0.544839,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.001117,4292.896484,17382.75977,-0.53872,0.031032
2_2_2023 20:7:12,0.077674,-0.010732,0.001117,4292.896484,17382.75977,-0.53872,0.082526
2_2_2023 20:7:13,0.074984,-0.010732,0.001117,4292.896484,17382.75977,-0.53872,0.082526
2_2_2023 20:7:13,0.074984,-0.001704,0.001117,4292.896484,17382.75977,-0.53872,0.082526
2_2_2023 20:7:13,0.074984,-0.001704,0.005018,4292.896484,17382.75977,-0.53872,0.082526
2_2_2023 20:7:13,0.074984,-0.001704,0.005018,4292.864746,17382.75977,-0.53872,0.082526
2_2_2023 20:7:13,0.074984,-0.001704,0.005018,4292.864746,17382.75977,-0.541793,0.082526
2_2_2023 20:7:13,0.074984,-0.001704,0.005018,4292.864746,17382.75977,-0.541793,0.076413
2_2_2023 20:7:14,-0.074274,-0.001704,0.005018,4292.864746,17382.75977,-0.541793,0.076413
2_2_2023 20:7:14,-0.074274,-0.019673,0.005018,4292.864746,17382.75977,-0.541793,0.076413
2_2_2023 20:7:14,-0.074274,-0.019673,0.005989,4292.864746,17382.75977,-0.541793,0.076413
2_2_2023 20:7:14,-0.074274,-0.019673,0.005989,4292.833008,17382.75977,-0.541793,0.076413
2_2_2023 20:7:14,-0.074274,-0.019673,0.005989,4292.833008,17382.75977,-0.541803,0.076413
2_2_2023 20:7:14,-0.074274,-0.019673,0.005989,4292.833008,17382.75977,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,-0.019673,0.005989,4292.833008,17382.75977,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005989,4292.833008,17382.75977,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005671,4292.833008,17382.75977,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005671,4292.800781,17382.75977,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005671,4292.800781,17382.75391,-0.541803,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005671,4292.800781,17382.75391,-0.545007,0.073732
2_2_2023 20:7:15,-0.027448,0.045828,0.005671,4292.800781,17382.75391,-0.545007,0.059329
2_2_2023 20:7:16,0.019464,0.045828,0.005671,4292.800781,17382.75391,-0.545007,0.059329
2_2_2023 20:7:16,0.019464,0.012919,0.005671,4292.800781,17382.75391,-0.545007,0.059329
2_2_2023 20:7:16,0.019464,0.012919,0.015563,4292.800781,17382.75391,-0.545007,0.059329
2_2_2023 20:7:16,0.019464,0.012919,0.015563,4292.769043,17382.75391,-0.545007,0.059329
2_2_2023 20:7:16,0.019464,0.012919,0.015563,4292.769043,17382.75391,-0.546092,0.059329
2_2_2023 20:7:16,0.019464,0.012919,0.015563,4292.769043,17382.75391,-0.546092,0.062456
2_2_2023 20:7:17,-0.020908,0.012919,0.015563,4292.769043,17382.75391,-0.546092,0.062456
2_2_2023 20:7:17,-0.020908,0.068011,0.015563,4292.769043,17382.75391,-0.546092,0.062456
2_2_2023 20:7:17,-0.020908,0.068011,0.003278,4292.769043,17382.75391,-0.546092,0.062456
2_2_2023 20:7:17,-0.020908,0.068011,0.003278,4292.737305,17382.75391,-0.546092,0.062456
2_2_2023 20:7:17,-0.020908,0.068011,0.003278,4292.737305,17382.75391,-0.545819,0.062456
2_2_2023 20:7:17,-0.020908,0.068011,0.003278,4292.737305,17382.75391,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.068011,0.003278,4292.737305,17382.75391,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,0.003278,4292.737305,17382.75391,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,-0.013922,4292.737305,17382.75391,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,-0.013922,4292.705566,17382.75391,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,-0.013922,4292.705566,17382.79297,-0.545819,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,-0.013922,4292.705566,17382.79297,-0.542969,0.067751
2_2_2023 20:7:18,-0.050798,0.00068,-0.013922,4292.705566,17382.79297,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00068,-0.013922,4292.705566,17382.79297,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.013922,4292.705566,17382.79297,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.003038,4292.705566,17382.79297,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.003038,4292.673828,17382.79297,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.003038,4292.673828,17382.80273,-0.542969,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.003038,4292.673828,17382.80273,-0.538281,0.064585
2_2_2023 20:7:19,-0.023938,0.00739,-0.003038,4292.673828,17382.80273,-0.538281,0.058052
2_2_2023 20:7:20,0.000755,0.00739,-0.003038,4292.673828,17382.80273,-0.538281,0.058052
2_2_2023 20:7:20,0.000755,0.009988,-0.003038,4292.673828,17382.80273,-0.538281,0.058052
2_2_2023 20:7:20,0.000755,0.009988,-0.00599,4292.673828,17382.80273,-0.538281,0.058052
2_2_2023 20:7:20,0.000755,0.009988,-0.00599,4292.641602,17382.80273,-0.538281,0.058052
2_2_2023 20:7:20,0.000755,0.009988,-0.00599,4292.641602,17382.80273,-0.539169,0.058052
2_2_2023 20:7:20,0.000755,0.009988,-0.00599,4292.641602,17382.80273,-0.539169,0.069002
2_2_2023 20:7:21,0.017116,0.009988,-0.00599,4292.641602,17382.80273,-0.539169,0.069002
2_2_2023 20:7:21,0.017116,-0.008117,-0.00599,4292.641602,17382.80273,-0.539169,0.069002
2_2_2023 20:7:21,0.017116,-0.008117,0.002183,4292.641602,17382.80273,-0.539169,0.069002
2_2_2023 20:7:21,0.017116,-0.008117,0.002183,4292.609863,17382.80273,-0.539169,0.069002
2_2_2023 20:7:21,0.017116,-0.008117,0.002183,4292.609863,17382.80273,-0.54086,0.069002
2_2_2023 20:7:21,0.017116,-0.008117,0.002183,4292.609863,17382.80273,-0.54086,0.06709
2_2_2023 20:7:22,-0.030417,-0.008117,0.002183,4292.609863,17382.80273,-0.54086,0.06709
2_2_2023 20:7:22,-0.030417,-0.062611,0.002183,4292.609863,17382.80273,-0.54086,0.06709
2_2_2023 20:7:22,-0.030417,-0.062611,0.001179,4292.609863,17382.80273,-0.54086,0.06709
2_2_2023 20:7:22,-0.030417,-0.062611,0.001179,4292.578125,17382.80273,-0.54086,0.06709
2_2_2023 20:7:22,-0.030417,-0.062611,0.001179,4292.578125,17382.80273,-0.542463,0.06709
2_2_2023 20:7:22,-0.030417,-0.062611,0.001179,4292.578125,17382.80273,-0.542463,0.065796
2_2_2023 20:7:23,-0.012425,-0.062611,0.001179,4292.578125,17382.80273,-0.542463,0.065796
2_2_2023 20:7:23,-0.012425,0.01687,0.001179,4292.578125,17382.80273,-0.542463,0.065796
2_2_2023 20:7:23,-0.012425,0.01687,-0.000914,4292.578125,17382.80273,-0.542463,0.065796
2_2_2023 20:7:23,-0.012425,0.01687,-0.000914,4292.546387,17382.80273,-0.542463,0.065796
2_2_2023 20:7:23,-0.012425,0.01687,-0.000914,4292.546387,17382.80273,-0.543586,0.065796
2_2_2023 20:7:23,-0.012425,0.01687,-0.000914,4292.546387,17382.80273,-0.543586,0.073875
2_2_2023 20:7:24,0.137479,0.01687,-0.000914,4292.546387,17382.80273,-0.543586,0.073875
2_2_2023 20:7:24,0.137479,0.03129,-0.000914,4292.546387,17382.80273,-0.543586,0.073875
2_2_2023 20:7:24,0.137479,0.03129,-0.006332,4292.546387,17382.80273,-0.543586,0.073875
2_2_2023 20:7:24,0.137479,0.03129,-0.006332,4292.51416,17382.80273,-0.543586,0.073875
2_2_2023 20:7:24,0.137479,0.03129,-0.006332,4292.51416,17382.80273,-0.543818,0.073875
2_2_2023 20:7:24,0.137479,0.03129,-0.006332,4292.51416,17382.80273,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,0.03129,-0.006332,4292.51416,17382.80273,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,-0.006332,4292.51416,17382.80273,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,0.001514,4292.51416,17382.80273,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,0.001514,4292.482422,17382.80273,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,0.001514,4292.482422,17382.8125,-0.543818,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,0.001514,4292.482422,17382.8125,-0.54201,0.063496
2_2_2023 20:7:25,0.136046,-0.039788,0.001514,4292.482422,17382.8125,-0.54201,0.079913
2_2_2023 20:7:26,-0.043879,-0.039788,0.001514,4292.482422,17382.8125,-0.54201,0.079913
2_2_2023 20:7:26,-0.043879,0.009969,0.001514,4292.482422,17382.8125,-0.54201,0.079913
2_2_2023 20:7:26,-0.043879,0.009969,-0.002693,4292.482422,17382.8125,-0.54201,0.079913
2_2_2023 20:7:26,-0.043879,0.009969,-0.002693,4292.450195,17382.8125,-0.54201,0.079913
2_2_2023 20:7:26,-0.043879,0.009969,-0.002693,4292.450195,17382.8125,-0.539748,0.079913
2_2_2023 20:7:26,-0.043879,0.009969,-0.002693,4292.450195,17382.8125,-0.539748,0.080529
2_2_2023 20:7:27,-0.070573,0.009969,-0.002693,4292.450195,17382.8125,-0.539748,0.080529
2_2_2023 20:7:27,-0.070573,-0.028062,-0.002693,4292.450195,17382.8125,-0.539748,0.080529
2_2_2023 20:7:27,-0.070573,-0.028062,-0.000371,4292.450195,17382.8125,-0.539748,0.080529
2_2_2023 20:7:27,-0.070573,-0.028062,-0.000371,4292.418457,17382.8125,-0.539748,0.080529
2_2_2023 20:7:27,-0.070573,-0.028062,-0.000371,4292.418457,17382.8125,-0.54248,0.080529
2_2_2023 20:7:27,-0.070573,-0.028062,-0.000371,4292.418457,17382.8125,-0.54248,0.052403
2_2_2023 20:7:28,-0.002919,-0.028062,-0.000371,4292.418457,17382.8125,-0.54248,0.052403
2_2_2023 20:7:28,-0.002919,-0.022207,-0.000371,4292.418457,17382.8125,-0.54248,0.052403
2_2_2023 20:7:28,-0.002919,-0.022207,-0.001101,4292.418457,17382.8125,-0.54248,0.052403
2_2_2023 20:7:28,-0.002919,-0.022207,-0.001101,4292.386719,17382.8125,-0.54248,0.052403
2_2_2023 20:7:28,-0.002919,-0.022207,-0.001101,4292.386719,17382.8125,-0.543198,0.052403
2_2_2023 20:7:28,-0.002919,-0.022207,-0.001101,4292.386719,17382.8125,-0.543198,0.04855
2_2_2023 20:7:29,0.059956,-0.022207,-0.001101,4292.386719,17382.8125,-0.543198,0.04855
2_2_2023 20:7:29,0.059956,0.001294,-0.001101,4292.386719,17382.8125,-0.543198,0.04855
2_2_2023 20:7:29,0.059956,0.001294,-0.00213,4292.386719,17382.8125,-0.543198,0.04855
2_2_2023 20:7:29,0.059956,0.001294,-0.00213,4292.35498,17382.8125,-0.543198,0.04855
2_2_2023 20:7:29,0.059956,0.001294,-0.00213,4292.35498,17382.8125,-0.542678,0.04855
2_2_2023 20:7:29,0.059956,0.001294,-0.00213,4292.35498,17382.8125,-0.542678,0.0726
2_2_2023 20:7:30,-0.054289,0.001294,-0.00213,4292.35498,17382.8125,-0.542678,0.0726
2_2_2023 20:7:30,-0.054289,-0.007831,-0.00213,4292.35498,17382.8125,-0.542678,0.0726
