ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES
2_2_2023 20:25:48,0.007277,-0.07318,-0.008952,4226.117188,17513.63086,-0.532098,0.082811
2_2_2023 20:25:48,0.007277,-0.07318,-0.008952,4226.117188,17513.68359,-0.532098,0.082811
2_2_2023 20:25:48,0.007277,-0.07318,-0.008952,4226.117188,17513.68359,-0.528306,0.082811
2_2_2023 20:25:48,0.007277,-0.07318,-0.008952,4226.117188,17513.68359,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.07318,-0.008952,4226.117188,17513.68359,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.008952,4226.117188,17513.68359,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.004543,4226.117188,17513.68359,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.004543,4226.053223,17513.68359,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.004543,4226.053223,17514.07031,-0.528306,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.004543,4226.053223,17514.07031,-0.554828,0.083456
2_2_2023 20:25:49,0.037018,-0.359877,-0.004543,4226.053223,17514.07031,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,-0.359877,-0.004543,4226.053223,17514.07031,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,-0.004543,4226.053223,17514.07031,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,0.022647,4226.053223,17514.07031,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,0.022647,4225.989746,17514.07031,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,0.022647,4225.989746,17514.11133,-0.554828,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,0.022647,4225.989746,17514.11133,-0.515555,0.087116
2_2_2023 20:25:50,-0.027984,0.009314,0.022647,4225.989746,17514.11133,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.009314,0.022647,4225.989746,17514.11133,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.022647,4225.989746,17514.11133,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.014567,4225.989746,17514.11133,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.014567,4225.925781,17514.11133,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.014567,4225.925781,17513.9668,-0.515555,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.014567,4225.925781,17513.9668,-0.537282,0.055284
2_2_2023 20:25:51,-0.046753,0.017599,0.014567,4225.925781,17513.9668,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.017599,0.014567,4225.925781,17513.9668,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.37559,0.014567,4225.925781,17513.9668,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.37559,-0.036805,4225.925781,17513.9668,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.37559,-0.036805,4225.862305,17513.9668,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.37559,-0.036805,4225.862305,17514.06836,-0.537282,0.066672
2_2_2023 20:25:52,0.056826,0.37559,-0.036805,4225.862305,17514.06836,-0.628804,0.066672
2_2_2023 20:25:52,0.056826,0.37559,-0.036805,4225.862305,17514.06836,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,0.37559,-0.036805,4225.862305,17514.06836,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,-0.036805,4225.862305,17514.06836,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,0.00104,4225.862305,17514.06836,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,0.00104,4225.798828,17514.06836,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,0.00104,4225.798828,17514.95117,-0.628804,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,0.00104,4225.798828,17514.95117,-0.522481,0.01596
2_2_2023 20:25:53,0.034527,-0.461242,0.00104,4225.798828,17514.95117,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,-0.461242,0.00104,4225.798828,17514.95117,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.00104,4225.798828,17514.95117,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.017611,4225.798828,17514.95117,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.017611,4225.735352,17514.95117,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.017611,4225.735352,17514.74609,-0.522481,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.017611,4225.735352,17514.74609,-0.534075,0.116092
2_2_2023 20:25:54,-0.058835,0.088932,0.017611,4225.735352,17514.74609,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.088932,0.017611,4225.735352,17514.74609,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,0.017611,4225.735352,17514.74609,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,-0.04928,4225.735352,17514.74609,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,-0.04928,4225.671875,17514.74609,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,-0.04928,4225.671875,17514.79492,-0.534075,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,-0.04928,4225.671875,17514.79492,-0.674625,0.074383
2_2_2023 20:25:55,-0.008334,0.252927,-0.04928,4225.671875,17514.79492,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,0.252927,-0.04928,4225.671875,17514.79492,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,-0.04928,4225.671875,17514.79492,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,0.015501,4225.671875,17514.79492,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,0.015501,4225.608398,17514.79492,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,0.015501,4225.608398,17515.58984,-0.674625,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,0.015501,4225.608398,17515.58984,-0.531418,0.088559
2_2_2023 20:25:56,-0.056696,-0.459473,0.015501,4225.608398,17515.58984,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,-0.459473,0.015501,4225.608398,17515.58984,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.015501,4225.608398,17515.58984,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.029542,4225.608398,17515.58984,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.029542,4225.544434,17515.58984,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.029542,4225.544434,17515.31055,-0.531418,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.029542,4225.544434,17515.31055,-0.563669,0.060558
2_2_2023 20:25:57,-0.037426,0.283444,0.029542,4225.544434,17515.31055,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,0.283444,0.029542,4225.544434,17515.31055,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,0.029542,4225.544434,17515.31055,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,-0.046911,4225.544434,17515.31055,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,-0.046911,4225.480957,17515.31055,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,-0.046911,4225.480957,17516.80078,-0.563669,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,-0.046911,4225.480957,17516.80078,-0.603155,0.059758
2_2_2023 20:25:58,0.008344,-0.881908,-0.046911,4225.480957,17516.80078,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,-0.881908,-0.046911,4225.480957,17516.80078,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,-0.046911,4225.480957,17516.80078,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,0.066359,4225.480957,17516.80078,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,0.066359,4225.41748,17516.80078,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,0.066359,4225.41748,17516.85938,-0.603155,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,0.066359,4225.41748,17516.85938,-0.506451,0.057316
2_2_2023 20:25:59,-0.051593,0.255612,0.066359,4225.41748,17516.85938,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,0.255612,0.066359,4225.41748,17516.85938,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.066359,4225.41748,17516.85938,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.009729,4225.41748,17516.85938,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.009729,4225.353516,17516.85938,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.009729,4225.353516,17516.88086,-0.506451,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.009729,4225.353516,17516.88086,-0.545743,0.082959
2_2_2023 20:26:0,0.012715,-0.013931,0.009729,4225.353516,17516.88086,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.013931,0.009729,4225.353516,17516.88086,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.009729,4225.353516,17516.88086,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.042929,4225.353516,17516.88086,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.042929,4225.290039,17516.88086,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.042929,4225.290039,17516.89648,-0.545743,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.042929,4225.290039,17516.89648,-0.518102,0.068364
2_2_2023 20:26:1,0.012647,-0.031555,0.042929,4225.290039,17516.89648,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,-0.031555,0.042929,4225.290039,17516.89648,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.042929,4225.290039,17516.89648,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.011778,4225.290039,17516.89648,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.011778,4225.226562,17516.89648,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.011778,4225.226562,17516.83789,-0.518102,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.011778,4225.226562,17516.83789,-0.548057,0.039964
2_2_2023 20:26:2,-0.002851,0.013636,0.011778,4225.226562,17516.83789,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,0.013636,0.011778,4225.226562,17516.83789,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.011778,4225.226562,17516.83789,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.026772,4225.226562,17516.83789,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.026772,4225.163086,17516.83789,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.026772,4225.163086,17516.71289,-0.548057,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.026772,4225.163086,17516.71289,-0.537468,0.04629
2_2_2023 20:26:3,0.112977,-0.016191,0.026772,4225.163086,17516.71289,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,-0.016191,0.026772,4225.163086,17516.71289,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.026772,4225.163086,17516.71289,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.011066,4225.163086,17516.71289,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.011066,4225.099609,17516.71289,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.011066,4225.099609,17516.68555,-0.537468,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.011066,4225.099609,17516.68555,-0.550224,0.04783
2_2_2023 20:26:4,-0.022808,0.055361,0.011066,4225.099609,17516.68555,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,0.055361,0.011066,4225.099609,17516.68555,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.011066,4225.099609,17516.68555,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.031949,4225.099609,17516.68555,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.031949,4225.036133,17516.68555,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.031949,4225.036133,17516.76172,-0.550224,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.031949,4225.036133,17516.76172,-0.541192,0.099689
2_2_2023 20:26:5,0.023392,-0.069343,0.031949,4225.036133,17516.76172,-0.541192,0.096068
2_2_2023 20:26:6,0.096808,-0.069343,0.031949,4225.036133,17516.76172,-0.541192,0.096068
2_2_2023 20:26:6,0.096808,0.006048,0.031949,4225.036133,17516.76172,-0.541192,0.096068
2_2_2023 20:26:6,0.096808,0.006048,0.010607,4225.036133,17516.76172,-0.541192,0.096068
2_2_2023 20:26:6,0.096808,0.006048,0.010607,4224.972168,17516.76172,-0.541192,0.096068
2_2_2023 20:26:6,0.096808,0.006048,0.010607,4224.972168,17516.76172,-0.541194,0.096068
2_2_2023 20:26:6,0.096808,0.006048,0.010607,4224.972168,17516.76172,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,0.006048,0.010607,4224.972168,17516.76172,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.010607,4224.972168,17516.76172,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.02844,4224.972168,17516.76172,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.02844,4224.908203,17516.76172,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.02844,4224.908203,17516.79102,-0.541194,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.02844,4224.908203,17516.79102,-0.542429,0.067311
2_2_2023 20:26:7,-0.025311,-0.032944,0.02844,4224.908203,17516.79102,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,-0.032944,0.02844,4224.908203,17516.79102,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,0.014718,0.02844,4224.908203,17516.79102,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,0.014718,-0.009585,4224.908203,17516.79102,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,0.014718,-0.009585,4224.844727,17516.79102,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,0.014718,-0.009585,4224.844727,17516.76953,-0.542429,0.079517
2_2_2023 20:26:8,0.008039,0.014718,-0.009585,4224.844727,17516.76953,-0.532143,0.079517
2_2_2023 20:26:8,0.008039,0.014718,-0.009585,4224.844727,17516.76953,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,0.014718,-0.009585,4224.844727,17516.76953,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,1.112439,-0.009585,4224.844727,17516.76953,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,1.112439,0.009266,4224.844727,17516.76953,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,1.112439,0.009266,4224.780762,17516.76953,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,1.112439,0.009266,4224.780762,17516.75391,-0.532143,0.120982
2_2_2023 20:26:9,0.047055,1.112439,0.009266,4224.780762,17516.75391,-0.643092,0.120982
2_2_2023 20:26:9,0.047055,1.112439,0.009266,4224.780762,17516.75391,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,1.112439,0.009266,4224.780762,17516.75391,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,0.009266,4224.780762,17516.75391,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,-0.203678,4224.780762,17516.75391,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,-0.203678,4224.717285,17516.75391,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,-0.203678,4224.717285,17519.5957,-0.643092,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,-0.203678,4224.717285,17519.5957,-0.917921,0.097351
2_2_2023 20:26:10,-0.115433,-0.19247,-0.203678,4224.717285,17519.5957,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.19247,-0.203678,4224.717285,17519.5957,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,-0.203678,4224.717285,17519.5957,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,0.078044,4224.717285,17519.5957,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,0.078044,4224.65332,17519.5957,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,0.078044,4224.65332,17521.24414,-0.917921,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,0.078044,4224.65332,17521.24414,-0.426742,0.086217
2_2_2023 20:26:11,-0.026986,-0.450058,0.078044,4224.65332,17521.24414,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,-0.450058,0.078044,4224.65332,17521.24414,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.078044,4224.65332,17521.24414,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.02767,4224.65332,17521.24414,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.02767,4224.589844,17521.24414,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.02767,4224.589844,17520.42773,-0.426742,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.02767,4224.589844,17520.42773,-0.572936,0.037828
2_2_2023 20:26:12,0.032401,0.399272,0.02767,4224.589844,17520.42773,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,0.399272,0.02767,4224.589844,17520.42773,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.02767,4224.589844,17520.42773,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.035648,4224.589844,17520.42773,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.035648,4224.526367,17520.42773,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.035648,4224.526367,17520.65625,-0.572936,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.035648,4224.526367,17520.65625,-0.549564,0.029414
2_2_2023 20:26:13,-0.105123,-0.079446,0.035648,4224.526367,17520.65625,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,-0.079446,0.035648,4224.526367,17520.65625,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.035648,4224.526367,17520.65625,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.032357,4224.526367,17520.65625,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.032357,4224.462402,17520.65625,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.032357,4224.462402,17520.67188,-0.549564,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.032357,4224.462402,17520.67188,-0.546841,0.029666
2_2_2023 20:26:14,0.024053,0.093028,0.032357,4224.462402,17520.67188,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,0.093028,0.032357,4224.462402,17520.67188,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.032357,4224.462402,17520.67188,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.028673,4224.462402,17520.67188,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.028673,4224.398926,17520.67188,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.028673,4224.398926,17520.76758,-0.546841,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.028673,4224.398926,17520.76758,-0.534566,0.078828
2_2_2023 20:26:15,0.016479,-0.069311,0.028673,4224.398926,17520.76758,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,-0.069311,0.028673,4224.398926,17520.76758,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.028673,4224.398926,17520.76758,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.026893,4224.398926,17520.76758,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.026893,4224.335449,17520.76758,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.026893,4224.335449,17520.70313,-0.534566,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.026893,4224.335449,17520.70313,-0.538754,0.073478
2_2_2023 20:26:16,-0.008034,0.070646,0.026893,4224.335449,17520.70313,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,0.070646,0.026893,4224.335449,17520.70313,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.026893,4224.335449,17520.70313,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.02452,4224.335449,17520.70313,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.02452,4224.303223,17520.70313,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.02452,4224.303223,17520.76172,-0.538754,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.02452,4224.303223,17520.76172,-0.539898,0.084653
2_2_2023 20:26:17,0.04758,-0.042831,0.02452,4224.303223,17520.76172,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,-0.042831,0.02452,4224.303223,17520.76172,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.02452,4224.303223,17520.76172,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.03836,4224.303223,17520.76172,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.03836,4224.239746,17520.76172,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.03836,4224.239746,17520.67773,-0.539898,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.03836,4224.239746,17520.67773,-0.536868,0.095197
2_2_2023 20:26:18,-0.095242,0.05638,0.03836,4224.239746,17520.67773,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.05638,0.03836,4224.239746,17520.67773,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.03836,4224.239746,17520.67773,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.034204,4224.239746,17520.67773,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.034204,4224.144531,17520.67773,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.034204,4224.144531,17520.73633,-0.536868,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.034204,4224.144531,17520.73633,-0.543101,0.087345
2_2_2023 20:26:19,0.052764,0.058669,0.034204,4224.144531,17520.73633,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.058669,0.034204,4224.144531,17520.73633,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.034204,4224.144531,17520.73633,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.064462,4224.144531,17520.73633,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.064462,4224.112305,17520.73633,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.064462,4224.112305,17520.78906,-0.543101,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.064462,4224.112305,17520.78906,-0.532846,0.099492
2_2_2023 20:26:20,0.038202,0.033044,0.064462,4224.112305,17520.78906,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.033044,0.064462,4224.112305,17520.78906,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.064462,4224.112305,17520.78906,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.042218,4224.112305,17520.78906,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.042218,4224.048828,17520.78906,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.042218,4224.048828,17520.7168,-0.532846,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.042218,4224.048828,17520.7168,-0.540998,0.085059
2_2_2023 20:26:21,0.072588,0.072609,0.042218,4224.048828,17520.7168,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,0.072609,0.042218,4224.048828,17520.7168,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.042218,4224.048828,17520.7168,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.030592,4224.048828,17520.7168,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.030592,4223.984863,17520.7168,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.030592,4223.984863,17520.89648,-0.540998,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.030592,4223.984863,17520.89648,-0.528091,0.095117
2_2_2023 20:26:22,0.037066,-0.156575,0.030592,4223.984863,17520.89648,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,-0.156575,0.030592,4223.984863,17520.89648,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.030592,4223.984863,17520.89648,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.038565,4223.984863,17520.89648,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.038565,4223.921387,17520.89648,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.038565,4223.921387,17520.95898,-0.528091,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.038565,4223.921387,17520.95898,-0.516629,0.10351
2_2_2023 20:26:23,-0.071308,0.039072,0.038565,4223.921387,17520.95898,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,0.039072,0.038565,4223.921387,17520.95898,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.038565,4223.921387,17520.95898,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.028858,4223.921387,17520.95898,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.028858,4223.85791,17520.95898,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.028858,4223.85791,17521.11523,-0.516629,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.028858,4223.85791,17521.11523,-0.490909,0.094827
2_2_2023 20:26:24,-0.042795,-0.752116,0.028858,4223.85791,17521.11523,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,-0.752116,0.028858,4223.85791,17521.11523,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.028858,4223.85791,17521.11523,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.042566,4223.85791,17521.11523,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.042566,4223.793945,17521.11523,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.042566,4223.793945,17520.3457,-0.490909,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.042566,4223.793945,17520.3457,-0.543418,0.066188
2_2_2023 20:26:25,-0.045752,0.490933,0.042566,4223.793945,17520.3457,-0.543418,0.107289
2_2_2023 20:26:26,-0.020422,0.490933,0.042566,4223.793945,17520.3457,-0.543418,0.107289
2_2_2023 20:26:26,-0.020422,-0.157068,0.042566,4223.793945,17520.3457,-0.543418,0.107289
2_2_2023 20:26:26,-0.020422,-0.157068,0.003837,4223.793945,17520.3457,-0.543418,0.107289
2_2_2023 20:26:26,-0.020422,-0.157068,0.003837,4223.730469,17520.3457,-0.543418,0.107289
