ACCELERATION BODY X,ACCELERATION BODY Y,ACCELERATION BODY Z,TOTAL WEIGHT,PLANE ALTITUDE,ATTITUDE INDICATOR PITCH DEGREES,ATTITUDE INDICATOR BANK DEGREES,
 24_1_2023 16:32:35,0.037577, -0.146964, -0.006710, 1852.556396, 1990.619873, 0.500883, 0.142542, 
 24_1_2023 16:32:35,0.037577, -0.146964, -0.006710, 1852.544922, 1990.619873, 0.500883, 0.142542, 
 24_1_2023 16:32:35,0.037577, -0.146964, -0.006710, 1852.544922, 1990.770020, 0.500883, 0.142542, 
 24_1_2023 16:32:35,0.037577, -0.146964, -0.006710, 1852.544922, 1990.770020, 0.519106, 0.142542, 
 24_1_2023 16:32:35,0.037577, -0.146964, -0.006710, 1852.544922, 1990.770020, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.146964, -0.006710, 1852.544922, 1990.770020, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.006710, 1852.544922, 1990.770020, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.005392, 1852.544922, 1990.770020, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.005392, 1852.533447, 1990.770020, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.005392, 1852.533447, 1990.755005, 0.519106, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.005392, 1852.533447, 1990.755005, 0.526348, -0.080165, 
 24_1_2023 16:32:36,0.100004, -0.113623, -0.005392, 1852.533447, 1990.755005, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.113623, -0.005392, 1852.533447, 1990.755005, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.005392, 1852.533447, 1990.755005, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.018264, 1852.533447, 1990.755005, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.018264, 1852.522095, 1990.755005, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.018264, 1852.522095, 1990.330200, 0.526348, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.018264, 1852.522095, 1990.330200, 0.511788, -0.171409, 
 24_1_2023 16:32:37,0.155080, -0.263607, -0.018264, 1852.522095, 1990.330200, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, -0.263607, -0.018264, 1852.522095, 1990.330200, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.018264, 1852.522095, 1990.330200, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.067039, 1852.522095, 1990.330200, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.067039, 1852.510742, 1990.330200, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.067039, 1852.510742, 1989.867798, 0.511788, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.067039, 1852.510742, 1989.867798, 0.404872, -0.242044, 
 24_1_2023 16:32:38,0.097391, 0.157164, -0.067039, 1852.510742, 1989.867798, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.157164, -0.067039, 1852.510742, 1989.867798, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.067039, 1852.510742, 1989.867798, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.072682, 1852.510742, 1989.867798, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.072682, 1852.499268, 1989.867798, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.072682, 1852.499268, 1989.587891, 0.404872, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.072682, 1852.499268, 1989.587891, 0.375970, -0.140066, 
 24_1_2023 16:32:39,0.076941, 0.190355, -0.072682, 1852.499268, 1989.587891, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, 0.190355, -0.072682, 1852.499268, 1989.587891, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.072682, 1852.499268, 1989.587891, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.074201, 1852.499268, 1989.587891, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.074201, 1852.487793, 1989.587891, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.074201, 1852.487793, 1989.458740, 0.375970, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.074201, 1852.487793, 1989.458740, 0.398281, -0.116697, 
 24_1_2023 16:32:40,0.062995, -0.071595, -0.074201, 1852.487793, 1989.458740, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, -0.071595, -0.074201, 1852.487793, 1989.458740, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.074201, 1852.487793, 1989.458740, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.019632, 1852.487793, 1989.458740, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.019632, 1852.476318, 1989.458740, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.019632, 1852.476318, 1989.229736, 0.398281, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.019632, 1852.476318, 1989.229736, 0.427316, -0.085451, 
 24_1_2023 16:32:41,-0.071047, 0.378289, -0.019632, 1852.476318, 1989.229736, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.378289, -0.019632, 1852.476318, 1989.229736, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.019632, 1852.476318, 1989.229736, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.029795, 1852.476318, 1989.229736, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.029795, 1852.464844, 1989.229736, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.029795, 1852.464844, 1988.937378, 0.427316, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.029795, 1852.464844, 1988.937378, 0.408005, 0.139048, 
 24_1_2023 16:32:42,-0.074864, 0.318138, -0.029795, 1852.464844, 1988.937378, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.318138, -0.029795, 1852.464844, 1988.937378, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.029795, 1852.464844, 1988.937378, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.043555, 1852.464844, 1988.937378, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.043555, 1852.453369, 1988.937378, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.043555, 1852.453369, 1988.603027, 0.408005, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.043555, 1852.453369, 1988.603027, 0.378307, 0.154030, 
 24_1_2023 16:32:43,-0.067343, 0.215745, -0.043555, 1852.453369, 1988.603027, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, 0.215745, -0.043555, 1852.453369, 1988.603027, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.043555, 1852.453369, 1988.603027, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.069686, 1852.453369, 1988.603027, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.069686, 1852.442017, 1988.603027, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.069686, 1852.442017, 1988.293091, 0.378307, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.069686, 1852.442017, 1988.293091, 0.383310, 0.153609, 
 24_1_2023 16:32:44,-0.090182, -0.345390, -0.069686, 1852.442017, 1988.293091, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, -0.345390, -0.069686, 1852.442017, 1988.293091, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.069686, 1852.442017, 1988.293091, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.027448, 1852.442017, 1988.293091, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.027448, 1852.430664, 1988.293091, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.027448, 1852.430664, 1988.082886, 0.383310, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.027448, 1852.430664, 1988.082886, 0.374406, 0.194392, 
 24_1_2023 16:32:45,-0.080443, 0.421500, -0.027448, 1852.430664, 1988.082886, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, 0.421500, -0.027448, 1852.430664, 1988.082886, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.027448, 1852.430664, 1988.082886, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.052235, 1852.430664, 1988.082886, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.052235, 1852.419189, 1988.082886, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.052235, 1852.419189, 1988.092163, 0.374406, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.052235, 1852.419189, 1988.092163, 0.391420, 0.150397, 
 24_1_2023 16:32:46,-0.042374, -0.058811, -0.052235, 1852.419189, 1988.092163, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.058811, -0.052235, 1852.419189, 1988.092163, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.052235, 1852.419189, 1988.092163, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.022635, 1852.419189, 1988.092163, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.022635, 1852.407715, 1988.092163, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.022635, 1852.407715, 1988.149292, 0.391420, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.022635, 1852.407715, 1988.149292, 0.453459, 0.087363, 
 24_1_2023 16:32:47,-0.085793, -0.141992, -0.022635, 1852.407715, 1988.149292, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.141992, -0.022635, 1852.407715, 1988.149292, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.022635, 1852.407715, 1988.149292, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.007387, 1852.407715, 1988.149292, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.007387, 1852.396362, 1988.149292, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.007387, 1852.396362, 1988.106812, 0.453459, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.007387, 1852.396362, 1988.106812, 0.474670, 0.185119, 
 24_1_2023 16:32:48,-0.071127, -0.118482, -0.007387, 1852.396362, 1988.106812, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, -0.118482, -0.007387, 1852.396362, 1988.106812, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, -0.007387, 1852.396362, 1988.106812, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, 0.011641, 1852.396362, 1988.106812, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, 0.011641, 1852.385010, 1988.106812, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, 0.011641, 1852.385010, 1987.973633, 0.474670, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, 0.011641, 1852.385010, 1987.973633, 0.458028, 0.141637, 
 24_1_2023 16:32:49,-0.012269, 0.194822, 0.011641, 1852.385010, 1987.973633, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.194822, 0.011641, 1852.385010, 1987.973633, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, 0.011641, 1852.385010, 1987.973633, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, -0.014283, 1852.385010, 1987.973633, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, -0.014283, 1852.373535, 1987.973633, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, -0.014283, 1852.373535, 1987.911255, 0.458028, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, -0.014283, 1852.373535, 1987.911255, 0.420907, 0.048147, 
 24_1_2023 16:32:50,-0.031330, 0.153282, -0.014283, 1852.373535, 1987.911255, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, 0.153282, -0.014283, 1852.373535, 1987.911255, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.014283, 1852.373535, 1987.911255, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.034319, 1852.373535, 1987.911255, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.034319, 1852.362061, 1987.911255, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.034319, 1852.362061, 1987.905273, 0.420907, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.034319, 1852.362061, 1987.905273, 0.436683, 0.079859, 
 24_1_2023 16:32:51,-0.010692, -0.302764, -0.034319, 1852.362061, 1987.905273, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.302764, -0.034319, 1852.362061, 1987.905273, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.034319, 1852.362061, 1987.905273, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.045624, 1852.362061, 1987.905273, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.045624, 1852.350830, 1987.905273, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.045624, 1852.350830, 1987.836426, 0.436683, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.045624, 1852.350830, 1987.836426, 0.455860, 0.054976, 
 24_1_2023 16:32:52,0.073835, -0.501284, -0.045624, 1852.350830, 1987.836426, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, -0.501284, -0.045624, 1852.350830, 1987.836426, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, -0.045624, 1852.350830, 1987.836426, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, 0.016834, 1852.350830, 1987.836426, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, 0.016834, 1852.339355, 1987.836426, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, 0.016834, 1852.339355, 1987.611572, 0.455860, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, 0.016834, 1852.339355, 1987.611572, 0.439326, -0.128186, 
 24_1_2023 16:32:53,0.078641, 0.631424, 0.016834, 1852.339355, 1987.611572, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.631424, 0.016834, 1852.339355, 1987.611572, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.016834, 1852.339355, 1987.611572, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.009272, 1852.339355, 1987.611572, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.009272, 1852.328003, 1987.611572, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.009272, 1852.328003, 1987.524658, 0.439326, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.009272, 1852.328003, 1987.524658, 0.408408, -0.130938, 
 24_1_2023 16:32:54,0.022986, 0.875165, 0.009272, 1852.328003, 1987.524658, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, 0.875165, 0.009272, 1852.328003, 1987.524658, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.009272, 1852.328003, 1987.524658, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.037905, 1852.328003, 1987.524658, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.037905, 1852.316650, 1987.524658, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.037905, 1852.316650, 1987.648193, 0.408408, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.037905, 1852.316650, 1987.648193, 0.453410, -0.026409, 
 24_1_2023 16:32:55,-0.824507, -0.057079, 0.037905, 1852.316650, 1987.648193, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.057079, 0.037905, 1852.316650, 1987.648193, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.037905, 1852.316650, 1987.648193, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.012177, 1852.316650, 1987.648193, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.012177, 1852.305176, 1987.648193, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.012177, 1852.305176, 1987.943726, 0.453410, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.012177, 1852.305176, 1987.943726, 0.465006, 1.436247, 
 24_1_2023 16:32:56,-0.286072, -0.769493, 0.012177, 1852.305176, 1987.943726, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.769493, 0.012177, 1852.305176, 1987.943726, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.012177, 1852.305176, 1987.943726, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.050204, 1852.305176, 1987.943726, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.050204, 1852.293701, 1987.943726, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.050204, 1852.293701, 1987.830322, 0.465006, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.050204, 1852.293701, 1987.830322, 0.542102, 0.397857, 
 24_1_2023 16:32:57,0.134406, -0.237804, 0.050204, 1852.293701, 1987.830322, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.237804, 0.050204, 1852.293701, 1987.830322, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, 0.050204, 1852.293701, 1987.830322, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, -0.012710, 1852.293701, 1987.830322, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, -0.012710, 1852.282349, 1987.830322, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, -0.012710, 1852.282349, 1987.353271, 0.542102, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, -0.012710, 1852.282349, 1987.353271, 0.440584, -0.261001, 
 24_1_2023 16:32:58,0.321696, -0.011194, -0.012710, 1852.282349, 1987.353271, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, -0.011194, -0.012710, 1852.282349, 1987.353271, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.012710, 1852.282349, 1987.353271, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.058445, 1852.282349, 1987.353271, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.058445, 1852.270996, 1987.353271, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.058445, 1852.270996, 1986.926636, 0.440584, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.058445, 1852.270996, 1986.926636, 0.329986, -0.589173, 
 24_1_2023 16:32:59,0.361714, 0.442058, -0.058445, 1852.270996, 1986.926636, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, 0.442058, -0.058445, 1852.270996, 1986.926636, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.058445, 1852.270996, 1986.926636, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.107972, 1852.270996, 1986.926636, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.107972, 1852.259521, 1986.926636, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.107972, 1852.259521, 1986.733887, 0.329986, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.107972, 1852.259521, 1986.733887, 0.290311, -0.643999, 
 24_1_2023 16:33:0,0.382383, -0.171334, -0.107972, 1852.259521, 1986.733887, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.171334, -0.107972, 1852.259521, 1986.733887, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.107972, 1852.259521, 1986.733887, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.050898, 1852.259521, 1986.733887, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.050898, 1852.248047, 1986.733887, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.050898, 1852.248047, 1986.402344, 0.290311, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.050898, 1852.248047, 1986.402344, 0.361330, -0.687751, 
 24_1_2023 16:33:1,0.353265, -0.039257, -0.050898, 1852.248047, 1986.402344, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, -0.039257, -0.050898, 1852.248047, 1986.402344, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.050898, 1852.248047, 1986.402344, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.054420, 1852.248047, 1986.402344, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.054420, 1852.236694, 1986.402344, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.054420, 1852.236694, 1985.946777, 0.361330, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.054420, 1852.236694, 1985.946777, 0.321895, -0.602763, 
 24_1_2023 16:33:2,0.395016, 0.468419, -0.054420, 1852.236694, 1985.946777, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.468419, -0.054420, 1852.236694, 1985.946777, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.054420, 1852.236694, 1985.946777, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.081089, 1852.236694, 1985.946777, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.081089, 1852.225220, 1985.946777, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.081089, 1852.225220, 1985.751465, 0.321895, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.081089, 1852.225220, 1985.751465, 0.292539, -0.565182, 
 24_1_2023 16:33:3,0.399498, 0.418668, -0.081089, 1852.225220, 1985.751465, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, 0.418668, -0.081089, 1852.225220, 1985.751465, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.081089, 1852.225220, 1985.751465, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.082746, 1852.225220, 1985.751465, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.082746, 1852.213867, 1985.751465, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.082746, 1852.213867, 1985.853394, 0.292539, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.082746, 1852.213867, 1985.853394, 0.333973, -0.595228, 
 24_1_2023 16:33:4,0.341811, -0.029392, -0.082746, 1852.213867, 1985.853394, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.029392, -0.082746, 1852.213867, 1985.853394, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.082746, 1852.213867, 1985.853394, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.060138, 1852.213867, 1985.853394, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.060138, 1852.202393, 1985.853394, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.060138, 1852.202393, 1985.932617, 0.333973, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.060138, 1852.202393, 1985.932617, 0.401065, -0.484566, 
 24_1_2023 16:33:5,0.233094, -0.323615, -0.060138, 1852.202393, 1985.932617, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.323615, -0.060138, 1852.202393, 1985.932617, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, -0.060138, 1852.202393, 1985.932617, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, 0.007278, 1852.202393, 1985.932617, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, 0.007278, 1852.190918, 1985.932617, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, 0.007278, 1852.190918, 1985.718994, 0.401065, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, 0.007278, 1852.190918, 1985.718994, 0.425842, -0.269051, 
 24_1_2023 16:33:6,0.030953, -0.102111, 0.007278, 1852.190918, 1985.718994, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, -0.102111, 0.007278, 1852.190918, 1985.718994, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, 0.007278, 1852.190918, 1985.718994, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, -0.008363, 1852.190918, 1985.718994, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, -0.008363, 1852.179443, 1985.718994, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, -0.008363, 1852.179443, 1985.380127, 0.425842, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, -0.008363, 1852.179443, 1985.380127, 0.359936, 0.064460, 
 24_1_2023 16:33:7,-0.070994, 0.075197, -0.008363, 1852.179443, 1985.380127, 0.359936, 0.265373, 
 24_1_2023 16:33:8,-0.156373, 0.075197, -0.008363, 1852.179443, 1985.380127, 0.359936, 0.265373, 
 24_1_2023 16:33:8,-0.156373, 0.320684, -0.008363, 1852.179443, 1985.380127, 0.359936, 0.265373, 
 24_1_2023 16:33:8,-0.156373, 0.320684, -0.035110, 1852.179443, 1985.380127, 0.359936, 0.265373, 
 24_1_2023 16:33:8,-0.156373, 0.320684, -0.035110, 1852.168091, 1985.380127, 0.359936, 0.265373, 
